TipusCasData,MunicipiDescripcio,SexeDescripcio,TipusCasDescripcio,NumCasos
06/04/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,3
06/04/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,1
06/04/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,2
06/04/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,12
06/04/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,4
06/04/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,11
06/04/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,3
06/04/2021,SANTA COLOMA DE GRAMENET,Home,Positiu per ELISA,1
06/04/2021,SANTA COLOMA DE GRAMENET,Home,Positiu per Test Ràpid,1
06/04/2022,BADALONA,Dona,Positiu PCR,2
06/04/2022,BADALONA,Dona,Positiu TAR,15
06/04/2022,BADALONA,Home,Positiu PCR,5
06/04/2022,BADALONA,Home,Positiu TAR,10
06/04/2022,BARCELONA,Dona,Positiu PCR,62
06/04/2022,BARCELONA,Dona,Positiu TAR,172
06/04/2022,BARCELONA,Dona,Positiu per ELISA,2
06/04/2022,BARCELONA,Home,Positiu PCR,41
06/04/2022,BARCELONA,Home,Positiu TAR,129
06/04/2022,BARCELONA,Home,Positiu per ELISA,3
06/04/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,3
06/04/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,21
06/04/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,1
06/04/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,9
06/04/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,1
06/04/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,1
06/04/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,1
06/04/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,1
06/04/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,8
06/04/2022,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,2
06/04/2022,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,1
06/05/2020,BADALONA,Dona,Epidemiològic,1
06/05/2020,BADALONA,Dona,Positiu PCR,3
06/05/2020,BADALONA,Dona,Positiu per ELISA,8
06/05/2020,BADALONA,Home,Epidemiològic,1
06/05/2020,BADALONA,Home,Positiu PCR,2
06/05/2020,BADALONA,Home,Positiu per ELISA,2
06/05/2020,BADALONA,Home,Positiu per Test Ràpid,1
06/05/2020,BARCELONA,Dona,Epidemiològic,15
06/05/2020,BARCELONA,Dona,PCR probable,8
06/05/2020,BARCELONA,Dona,Positiu PCR,56
06/05/2020,BARCELONA,Dona,Positiu TAR,1
06/05/2020,BARCELONA,Dona,Positiu per ELISA,27
06/05/2020,BARCELONA,Dona,Positiu per Test Ràpid,15
06/05/2020,BARCELONA,Home,Epidemiològic,17
06/05/2020,BARCELONA,Home,PCR probable,1
06/05/2020,BARCELONA,Home,Positiu PCR,22
06/05/2020,BARCELONA,Home,Positiu per ELISA,21
06/05/2020,BARCELONA,Home,Positiu per Test Ràpid,10
06/05/2020,L'HOSPITALET DE LLOBREGAT,Dona,Epidemiològic,1
06/05/2020,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,1
06/05/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,8
06/05/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,1
06/05/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per Test Ràpid,1
06/05/2020,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,1
06/05/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,2
06/05/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,4
06/05/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu per Test Ràpid,1
06/05/2020,SANT ADRIÀ DE BESÒS,Dona,Epidemiològic,1
06/05/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,1
06/05/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,1
06/05/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu per ELISA,1
06/05/2020,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,1
06/05/2020,SANTA COLOMA DE GRAMENET,Home,Positiu per Test Ràpid,1
06/05/2021,BADALONA,Dona,Positiu PCR,8
06/05/2021,BADALONA,Dona,Positiu TAR,8
06/05/2021,BADALONA,Dona,Positiu per ELISA,5
06/05/2021,BADALONA,Home,Positiu PCR,12
06/05/2021,BADALONA,Home,Positiu TAR,3
06/05/2021,BADALONA,Home,Positiu per ELISA,6
06/05/2021,BARCELONA,Dona,Positiu PCR,70
06/05/2021,BARCELONA,Dona,Positiu TAR,32
06/05/2021,BARCELONA,Dona,Positiu per ELISA,12
06/05/2021,BARCELONA,Dona,Positiu per Test Ràpid,4
06/05/2021,BARCELONA,Home,Positiu PCR,68
06/05/2021,BARCELONA,Home,Positiu TAR,50
06/05/2021,BARCELONA,Home,Positiu per ELISA,12
06/05/2021,BARCELONA,Home,Positiu per Test Ràpid,3
06/05/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,6
06/05/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,13
06/05/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,1
06/05/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,21
06/05/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,7
06/05/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,2
06/05/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,2
06/05/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,4
06/05/2021,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,1
06/05/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,4
06/05/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,5
06/05/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,7
06/05/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,6
06/05/2021,SANTA COLOMA DE GRAMENET,Home,Positiu per ELISA,1
06/05/2022,BADALONA,Dona,Positiu PCR,6
06/05/2022,BADALONA,Dona,Positiu TAR,36
06/05/2022,BADALONA,Dona,Positiu per ELISA,1
06/05/2022,BADALONA,Home,Positiu PCR,2
06/05/2022,BADALONA,Home,Positiu TAR,14
06/05/2022,BARCELONA,Dona,Positiu PCR,66
06/05/2022,BARCELONA,Dona,Positiu TAR,249
06/05/2022,BARCELONA,Dona,Positiu per ELISA,5
06/05/2022,BARCELONA,Home,Positiu PCR,57
06/05/2022,BARCELONA,Home,Positiu TAR,164
06/05/2022,BARCELONA,Home,Positiu per ELISA,7
06/05/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,9
06/05/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,36
06/05/2022,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,1
06/05/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,9
06/05/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,22
06/05/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,2
06/05/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,9
06/05/2022,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,1
06/05/2022,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,3
06/05/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,3
06/05/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,16
06/05/2022,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,1
06/05/2022,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,8
06/06/2020,BADALONA,Dona,Positiu PCR,1
06/06/2020,BADALONA,Dona,Positiu per ELISA,5
06/06/2020,BADALONA,Home,Epidemiològic,1
06/06/2020,BADALONA,Home,Positiu per ELISA,2
06/06/2020,BARCELONA,Dona,PCR probable,1
06/06/2020,BARCELONA,Dona,Positiu PCR,8
06/06/2020,BARCELONA,Dona,Positiu per ELISA,42
06/06/2020,BARCELONA,Dona,Positiu per Test Ràpid,1
06/06/2020,BARCELONA,Home,Positiu PCR,5
06/06/2020,BARCELONA,Home,Positiu per ELISA,38
06/06/2020,BARCELONA,Home,Positiu per Test Ràpid,1
06/06/2020,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,2
06/06/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,3
06/06/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,3
06/06/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,1
06/06/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu per Test Ràpid,1
06/06/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,3
06/06/2020,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,2
06/06/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,2
06/06/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu per ELISA,3
06/06/2020,SANTA COLOMA DE GRAMENET,Home,Positiu per ELISA,1
06/06/2021,BADALONA,Dona,Positiu TAR,2
06/06/2021,BADALONA,Dona,Positiu per ELISA,1
06/06/2021,BADALONA,Home,Positiu PCR,2
06/06/2021,BADALONA,Home,Positiu TAR,2
06/06/2021,BADALONA,Home,Positiu per ELISA,1
06/06/2021,BARCELONA,Dona,Positiu PCR,6
06/06/2021,BARCELONA,Dona,Positiu TAR,15
06/06/2021,BARCELONA,Dona,Positiu per Test Ràpid,1
06/06/2021,BARCELONA,Home,Positiu PCR,11
06/06/2021,BARCELONA,Home,Positiu TAR,8
06/06/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,1
06/06/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,1
06/06/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,2
06/06/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,4
06/06/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,1
06/06/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,1
06/06/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,2
06/06/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,1
06/06/2022,BADALONA,Dona,Positiu PCR,6
06/06/2022,BADALONA,Dona,Positiu TAR,7
06/06/2022,BADALONA,Home,Positiu PCR,2
06/06/2022,BADALONA,Home,Positiu TAR,7
06/06/2022,BARCELONA,Dona,Positiu PCR,39
06/06/2022,BARCELONA,Dona,Positiu TAR,166
06/06/2022,BARCELONA,Home,PCR probable,1
06/06/2022,BARCELONA,Home,Positiu PCR,32
06/06/2022,BARCELONA,Home,Positiu TAR,99
06/06/2022,BARCELONA,Home,Positiu per ELISA,1
06/06/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,5
06/06/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,11
06/06/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,2
06/06/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,6
06/06/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,4
06/06/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,3
06/06/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,2
06/06/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,5
06/06/2022,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,3
06/06/2022,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,4
06/07/2020,BADALONA,Dona,Positiu PCR,6
06/07/2020,BADALONA,Dona,Positiu per Test Ràpid,1
06/07/2020,BADALONA,Home,Positiu PCR,5
06/07/2020,BADALONA,Home,Positiu per ELISA,1
06/07/2020,BARCELONA,Dona,PCR probable,1
06/07/2020,BARCELONA,Dona,Positiu PCR,13
06/07/2020,BARCELONA,Dona,Positiu TAR,2
06/07/2020,BARCELONA,Dona,Positiu per ELISA,17
06/07/2020,BARCELONA,Dona,Positiu per Test Ràpid,47
06/07/2020,BARCELONA,Home,Epidemiològic,1
06/07/2020,BARCELONA,Home,Positiu PCR,35
06/07/2020,BARCELONA,Home,Positiu TAR,1
06/07/2020,BARCELONA,Home,Positiu per ELISA,13
06/07/2020,BARCELONA,Home,Positiu per Test Ràpid,27
06/07/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,22
06/07/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,10
06/07/2020,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,1
06/07/2020,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,2
06/07/2020,SANT ADRIÀ DE BESÒS,Home,Positiu per Test Ràpid,1
06/07/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu per Test Ràpid,5
06/07/2020,SANTA COLOMA DE GRAMENET,Home,Positiu per ELISA,1
06/07/2020,SANTA COLOMA DE GRAMENET,Home,Positiu per Test Ràpid,1
06/07/2021,BADALONA,Dona,Positiu PCR,64
06/07/2021,BADALONA,Dona,Positiu TAR,54
06/07/2021,BADALONA,Home,Positiu PCR,69
06/07/2021,BADALONA,Home,Positiu TAR,57
06/07/2021,BARCELONA,Dona,PCR probable,2
06/07/2021,BARCELONA,Dona,Positiu PCR,556
06/07/2021,BARCELONA,Dona,Positiu TAR,824
06/07/2021,BARCELONA,Dona,Positiu per ELISA,12
06/07/2021,BARCELONA,Dona,Positiu per Test Ràpid,3
06/07/2021,BARCELONA,Home,Positiu PCR,519
06/07/2021,BARCELONA,Home,Positiu TAR,866
06/07/2021,BARCELONA,Home,Positiu per ELISA,13
06/07/2021,BARCELONA,Home,Positiu per Test Ràpid,1
06/07/2021,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,1
06/07/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,55
06/07/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,82
06/07/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,1
06/07/2021,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,1
06/07/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,76
06/07/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,80
06/07/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,12
06/07/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,11
06/07/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,1
06/07/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,6
06/07/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,17
06/07/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,20
06/07/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,31
06/07/2021,SANTA COLOMA DE GRAMENET,Home,PCR probable,1
06/07/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,15
06/07/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,33
06/07/2022,BADALONA,Dona,Positiu PCR,10
06/07/2022,BADALONA,Dona,Positiu TAR,54
06/07/2022,BADALONA,Home,Positiu PCR,11
06/07/2022,BADALONA,Home,Positiu TAR,30
06/07/2022,BARCELONA,Dona,PCR probable,1
06/07/2022,BARCELONA,Dona,Positiu PCR,106
06/07/2022,BARCELONA,Dona,Positiu TAR,295
06/07/2022,BARCELONA,Dona,Positiu per ELISA,5
06/07/2022,BARCELONA,Home,Positiu PCR,76
06/07/2022,BARCELONA,Home,Positiu TAR,226
06/07/2022,BARCELONA,Home,Positiu per ELISA,5
06/07/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,21
06/07/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,39
06/07/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,7
06/07/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,32
06/07/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,1
06/07/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,9
06/07/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,1
06/07/2022,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,1
06/07/2022,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,10
06/07/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,3
06/07/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,20
06/07/2022,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,1
06/07/2022,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,23
06/08/2020,BADALONA,Dona,Positiu PCR,19
06/08/2020,BADALONA,Dona,Positiu per ELISA,1
06/08/2020,BADALONA,Home,PCR probable,1
06/08/2020,BADALONA,Home,Positiu PCR,9
06/08/2020,BADALONA,Home,Positiu per ELISA,5
06/08/2020,BARCELONA,Dona,PCR probable,3
06/08/2020,BARCELONA,Dona,Positiu PCR,132
06/08/2020,BARCELONA,Dona,Positiu per ELISA,21
06/08/2020,BARCELONA,Dona,Positiu per Test Ràpid,6
06/08/2020,BARCELONA,Home,Epidemiològic,1
06/08/2020,BARCELONA,Home,Positiu PCR,119
06/08/2020,BARCELONA,Home,Positiu per ELISA,21
06/08/2020,BARCELONA,Home,Positiu per Test Ràpid,1
06/08/2020,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,2
06/08/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,69
06/08/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,1
06/08/2020,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,1
06/08/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,58
06/08/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,1
06/08/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,2
06/08/2020,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,2
06/08/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,21
06/08/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu per ELISA,1
06/08/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu per Test Ràpid,2
06/08/2020,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,10
06/08/2020,SANTA COLOMA DE GRAMENET,Home,Positiu per Test Ràpid,1
06/08/2021,BADALONA,Dona,Positiu PCR,27
06/08/2021,BADALONA,Dona,Positiu TAR,20
06/08/2021,BADALONA,Home,Positiu PCR,19
06/08/2021,BADALONA,Home,Positiu TAR,27
06/08/2021,BARCELONA,Dona,Positiu PCR,117
06/08/2021,BARCELONA,Dona,Positiu TAR,157
06/08/2021,BARCELONA,Dona,Positiu per ELISA,3
06/08/2021,BARCELONA,Dona,Positiu per Test Ràpid,1
06/08/2021,BARCELONA,Home,Positiu PCR,111
06/08/2021,BARCELONA,Home,Positiu TAR,138
06/08/2021,BARCELONA,Home,Positiu per ELISA,5
06/08/2021,BARCELONA,Home,Positiu per Test Ràpid,2
06/08/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,27
06/08/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,30
06/08/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per Test Ràpid,1
06/08/2021,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,1
06/08/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,24
06/08/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,26
06/08/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,4
06/08/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,8
06/08/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,2
06/08/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,4
06/08/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,10
06/08/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,8
06/08/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,20
06/08/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,12
06/08/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,20
06/09/2020,BADALONA,Dona,Positiu PCR,7
06/09/2020,BADALONA,Dona,Positiu per ELISA,2
06/09/2020,BADALONA,Home,Positiu PCR,12
06/09/2020,BADALONA,Home,Positiu per ELISA,7
06/09/2020,BARCELONA,Dona,PCR probable,4
06/09/2020,BARCELONA,Dona,Positiu PCR,28
06/09/2020,BARCELONA,Dona,Positiu per ELISA,30
06/09/2020,BARCELONA,Home,Positiu PCR,35
06/09/2020,BARCELONA,Home,Positiu per ELISA,10
06/09/2020,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,2
06/09/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,7
06/09/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,3
06/09/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,4
06/09/2020,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,1
06/09/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,6
06/09/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu per ELISA,2
06/09/2020,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,4
06/09/2021,BADALONA,Dona,Positiu PCR,8
06/09/2021,BADALONA,Dona,Positiu TAR,5
06/09/2021,BADALONA,Dona,Positiu per ELISA,1
06/09/2021,BADALONA,Home,Positiu PCR,3
06/09/2021,BADALONA,Home,Positiu TAR,2
06/09/2021,BARCELONA,Dona,Positiu PCR,28
06/09/2021,BARCELONA,Dona,Positiu TAR,55
06/09/2021,BARCELONA,Dona,Positiu per ELISA,1
06/09/2021,BARCELONA,Dona,Positiu per Test Ràpid,1
06/09/2021,BARCELONA,Home,Positiu PCR,22
06/09/2021,BARCELONA,Home,Positiu TAR,41
06/09/2021,BARCELONA,Home,Positiu per Test Ràpid,1
06/09/2021,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,2
06/09/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,13
06/09/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,3
06/09/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,16
06/09/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,1
06/09/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,1
06/09/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,1
06/09/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,1
06/09/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,2
06/09/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,4
06/09/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,4
06/09/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,3
06/10/2020,BADALONA,Dona,Positiu PCR,47
06/10/2020,BADALONA,Dona,Positiu per ELISA,7
06/10/2020,BADALONA,Dona,Positiu per Test Ràpid,1
06/10/2020,BADALONA,Home,Positiu PCR,47
06/10/2020,BADALONA,Home,Positiu per ELISA,10
06/10/2020,BARCELONA,Dona,PCR probable,1
06/10/2020,BARCELONA,Dona,Positiu PCR,269
06/10/2020,BARCELONA,Dona,Positiu TAR,2
06/10/2020,BARCELONA,Dona,Positiu per ELISA,40
06/10/2020,BARCELONA,Dona,Positiu per Test Ràpid,7
06/10/2020,BARCELONA,Home,PCR probable,5
06/10/2020,BARCELONA,Home,Positiu PCR,242
06/10/2020,BARCELONA,Home,Positiu TAR,3
06/10/2020,BARCELONA,Home,Positiu per ELISA,28
06/10/2020,BARCELONA,Home,Positiu per Test Ràpid,3
06/10/2020,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,9
06/10/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,39
06/10/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,2
06/10/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per Test Ràpid,1
06/10/2020,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,3
06/10/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,29
06/10/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,2
06/10/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,6
06/10/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,10
06/10/2020,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,7
06/10/2020,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,11
06/10/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,21
06/10/2020,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,23
06/10/2021,BADALONA,Dona,Positiu PCR,1
06/10/2021,BADALONA,Dona,Positiu TAR,3
06/10/2021,BADALONA,Home,Positiu TAR,3
06/10/2021,BARCELONA,Dona,PCR probable,2
06/10/2021,BARCELONA,Dona,Positiu PCR,15
06/10/2021,BARCELONA,Dona,Positiu TAR,6
06/10/2021,BARCELONA,Dona,Positiu per ELISA,4
06/10/2021,BARCELONA,Home,Positiu PCR,12
06/10/2021,BARCELONA,Home,Positiu TAR,13
06/10/2021,BARCELONA,Home,Positiu per ELISA,7
06/10/2021,BARCELONA,Home,Positiu per Test Ràpid,1
06/10/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,1
06/10/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,1
06/10/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,1
06/10/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,1
06/10/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,1
06/10/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,1
06/10/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,1
06/10/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,1
06/11/2020,BADALONA,Dona,Positiu PCR,36
06/11/2020,BADALONA,Dona,Positiu TAR,22
06/11/2020,BADALONA,Dona,Positiu per ELISA,15
06/11/2020,BADALONA,Home,PCR probable,1
06/11/2020,BADALONA,Home,Positiu PCR,33
06/11/2020,BADALONA,Home,Positiu TAR,17
06/11/2020,BADALONA,Home,Positiu per ELISA,6
06/11/2020,BARCELONA,Dona,PCR probable,5
06/11/2020,BARCELONA,Dona,Positiu PCR,211
06/11/2020,BARCELONA,Dona,Positiu TAR,195
06/11/2020,BARCELONA,Dona,Positiu per ELISA,76
06/11/2020,BARCELONA,Dona,Positiu per Test Ràpid,5
06/11/2020,BARCELONA,Home,Epidemiològic,1
06/11/2020,BARCELONA,Home,PCR probable,2
06/11/2020,BARCELONA,Home,Positiu PCR,165
06/11/2020,BARCELONA,Home,Positiu TAR,166
06/11/2020,BARCELONA,Home,Positiu per ELISA,44
06/11/2020,BARCELONA,Home,Positiu per Test Ràpid,3
06/11/2020,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,4
06/11/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,67
06/11/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,22
06/11/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,1
